source_doc,senator_flag,senator_name,raw office,funding_year,fiscal_year,congress_number,reference_page,document_number,date_posted,start_date,end_date,description,salary_flag,amount,payee
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,296,V21400002644,1/23/14,12/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 27,821.00",DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,296,V21400002541,1/23/14,12/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 8,925.00",ICONSTITUENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,288,V21400002913,1/24/14,10/1/13,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 2,184.00",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002915,1/24/14,10/1/13,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,008.00",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,288,V21400002734,1/27/14,12/16/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 80.83,SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002521,1/27/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002585,1/27/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002586,1/27/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002593,1/27/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002622,1/27/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002738,1/27/14,3/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,616.67",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,288,V21400002914,1/28/14,10/1/13,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,$ 300.00,CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002914,1/28/14,10/1/13,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,380.00",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,297,V21400002905,1/29/14,10/17/12,10/17/12,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,883.47",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002884,1/29/14,9/30/13,9/30/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 4,750.00",BANNISTER LAKE SOFTWARE INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002886,1/29/14,9/27/13,9/27/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 888.46,BROADCAST SOLUTIONS GROUP LLC
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400002917,1/29/14,12/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 6,616.56",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 0913 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,913,,,274,V21400002742,1/30/14,12/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 28,203.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003029,1/30/14,7/28/13,7/27/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 2,400.00",PROACTIVE SOFTWARE LTD
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003199,2/3/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 67.99,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,328,V21400002856,2/3/14,9/20/13,9/19/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 80,000.00",PROOFPOINT INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400002645,2/3/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003119,2/3/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003187,2/4/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 2,779.49",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003197,2/4/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 792.46,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003200,2/4/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 319.20,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - CAPITOL DIVISION Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,285,V21400003220,2/4/14,9/26/11,9/26/11,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 6,000.00",HUMAN CIRCUIT INC
113_sdoc22,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,307,V21400003209,2/4/14,12/3/13,12/5/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 3,827.00",AGFA CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003223,2/4/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003172,2/4/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,212.70",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400003169,2/4/14,12/13/13,12/13/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 11,334.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003390,2/6/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 42.46,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003256,2/7/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003261,2/7/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003255,2/7/14,8/15/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 41.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003257,2/7/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003036,2/7/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003271,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003328,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003340,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003341,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003353,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003372,2/10/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 987.26,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003373,2/10/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 5,639.00",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003374,2/10/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,611.89",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003378,2/10/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 886.43,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003337,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003385,2/10/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 350.12,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003419,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003429,2/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,940.00",SYMPLICITY CORPORATION
113_sdoc22,0,,SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,333,V21400003351,2/10/14,1/1/14,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,188.00",EDAC SYSTEMS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,297,V21400003653,2/12/14,10/1/13,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 3,116.00",MATTHEW BENDER & CO INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003656,2/18/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003564,2/18/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 792.46,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003573,2/18/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 67.99,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003591,2/18/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 169.96,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003520,2/20/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1216 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1216,,,297,V21400003748,2/20/14,4/15/13,9/30/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,393.00",MATTHEW BENDER & CO INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400003824,2/21/14,2/1/14,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 3,200.00",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,321,V21400003704,2/26/14,9/25/13,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 4,800.00",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,343,V21400003940,2/28/14,1/5/14,2/18/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,108,458.80",ESNA TECHNOLOGIES INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004011,3/4/14,2/1/14,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,$ 525.00,CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004012,3/4/14,2/1/14,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 1,680.00",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - STAFF OFFICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,346,V21400004071,3/4/14,1/1/14,1/31/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 6,696.56",CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004174,3/10/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,322,V21400004271,3/10/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 2,779.49",GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004281,3/12/14,2/10/14,9/30/14,PURCHASED SOFTWARE (EXPENDABLE),0,$ 525.00,CARAHSOFT TECHNOLOGY CORP
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004309,3/12/14,1/1/14,1/31/14,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 2,577.00",COMPUTERWORKS INC
113_sdoc22,0,,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1418 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1418,,,351,V21400004327,3/12/14,2/1/14,1/31/15,PURCHASED SOFTWARE (EXPENDABLE),0,"$ 18,400.00",EMERGENT LLC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004477,3/14/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 67.99,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1115,,,289,V21400004362,3/18/14,10/17/13,10/17/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 319.20,GENERAL DYNAMICS INFORMATION TECH INC
113_sdoc22,0,,SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1317,,,322,V21400004165,3/18/14,1/1/13,12/31/13,PURCHASED SOFTWARE (EXPENDABLE),0,$ 108.00,DESKTOP SOLUTIONS INC
